Дата,Изменение наличных денег в обращении (вне Банка России),Всего,движение средств по государственному внутреннему долгу,изменение задолженности банков по депозитам Федерального казначейства,изменение задолженности банков по операциям репо Федерального казначейства,операции Минфина России по покупке (продаже) иностранной валюты на внутреннем валютном рынке*,Регулирование Банком России обязательных резервов кредитных организаций,Интервенции Банка России на внутреннем валютном рынке,Нетто-объем операций Банка России по предоставлению и абсорбированию ликвидности (без учета операций на внутреннем валютном рынке)
2013-05-29,16.07,53.34,0.0,0.0,0.0,0.0,0.0,0.0,-138.49
2013-05-30,-1.46,77.89,0.0,0.0,0.0,0.0,0.0,-1.71,-78.28
2013-05-31,-20.81,-7.43,0.0,0.0,0.0,0.0,0.0,-2.22,-3.33
2013-06-03,20.01,5.25,0.0,0.0,0.0,0.0,0.0,-2.23,10.65
2013-06-04,4.57,164.75,0.0,0.0,0.0,0.0,0.0,-2.24,27.68
2013-06-05,-12.95,144.25,0.0,0.0,0.0,0.0,0.0,-2.24,-406.62
2013-06-06,-40.81,3.82,0.0,0.0,0.0,0.0,0.0,-2.24,-77.29
2013-06-07,-55.67,153.58,0.0,0.0,0.0,0.0,0.0,-2.87,-132.61
2013-06-10,-10.34,29.62,0.0,0.0,0.0,0.0,0.0,-6.46,185.49
2013-06-11,-30.48,16.13,0.0,0.0,0.0,0.0,0.0,-6.46,30.73
2013-06-13,-25.6,-14.11,0.0,0.0,0.0,0.0,0.0,-6.48,1.41
2013-06-14,-43.81,20.86,0.0,0.0,0.0,0.0,0.0,-6.44,21.83
2013-06-17,17.32,-46.35,0.0,0.0,0.0,0.0,0.2,-2.22,71.21
2013-06-18,6.55,12.86,0.0,0.0,0.0,0.0,-3.92,-2.21,20.53
2013-06-19,1.17,6.37,0.0,0.0,0.0,0.0,-6.91,-6.17,-23.6
2013-06-20,-12.79,-53.48,0.0,0.0,0.0,0.0,0.0,-6.43,180.56
2013-06-21,-14.24,38.32,0.0,0.0,0.0,0.0,0.0,-6.54,-52.8
2013-06-24,39.57,-56.06,0.0,0.0,0.0,0.0,0.0,-6.55,12.6
2013-06-25,26.55,-224.33,0.0,0.0,0.0,0.0,-0.02,-6.57,238.39
2013-06-26,13.73,8.84,0.0,0.0,0.0,0.0,0.0,-6.55,-32.13
2013-06-27,1.73,39.12,0.0,0.0,0.0,0.0,0.0,-6.57,15.53
2013-06-28,-7.22,118.49,0.0,0.0,0.0,0.0,0.0,-6.57,-123.68
2013-07-01,32.78,-10.91,0.0,0.0,0.0,0.0,0.0,-6.55,-135.02
2013-07-02,11.07,56.1,0.0,0.0,0.0,0.0,0.0,-6.58,-69.29
2013-07-03,-9.04,-34.53,0.0,0.0,0.0,0.0,0.0,-6.61,-35.33
2013-07-04,-30.21,81.83,0.0,0.0,0.0,0.0,0.0,-0.8,-38.65
2013-07-05,-46.17,58.63,0.0,0.0,0.0,0.0,0.0,-12.49,-40.03
2013-07-08,8.52,28.95,0.0,0.0,0.0,0.0,0.0,-6.65,-31.98
2013-07-09,0.99,24.03,0.0,0.0,0.0,0.0,0.0,-6.66,-30.12
2013-07-10,-15.83,-56.62,0.0,0.0,0.0,0.0,0.0,-6.6,94.6
2013-07-11,-34.56,1.23,0.0,0.0,0.0,0.0,0.0,-6.58,84.39
2013-07-12,-50.93,14.08,0.0,0.0,0.0,0.0,-0.25,-6.52,104.98
2013-07-15,8.57,-74.66,0.0,0.0,0.0,0.0,0.72,-6.54,101.9
2013-07-16,3.77,80.45,0.0,0.0,0.0,0.0,-10.28,-6.53,-34.58
2013-07-17,-8.21,-6.48,0.0,0.0,0.0,0.0,0.0,-6.5,-36.19
2013-07-18,-20.98,50.22,0.0,0.0,0.0,0.0,0.0,-6.49,15.98
2013-07-19,-19.09,-28.78,0.0,0.0,0.0,0.0,0.0,-6.38,-14.95
2013-07-22,37.87,-144.18,0.0,0.0,0.0,0.0,0.0,-6.48,124.07
2013-07-23,35.41,13.58,0.0,0.0,0.0,0.0,0.0,-6.46,8.38
2013-07-24,19.43,-103.91,0.0,0.0,0.0,0.0,0.0,-6.47,34.88
2013-07-25,5.6,-225.41,0.0,0.0,0.0,0.0,0.0,-6.47,151.33
2013-07-26,-2.71,38.43,0.0,0.0,0.0,0.0,0.0,-6.51,-16.76
2013-07-29,41.22,-76.39,0.0,0.0,0.0,0.0,0.0,-6.53,77.77
2013-07-30,35.78,30.24,0.0,0.0,0.0,0.0,0.0,-6.56,151.71
2013-07-31,17.88,96.16,0.0,0.0,0.0,0.0,0.0,-7.57,-323.98
2013-08-01,-5.27,128.75,0.0,0.0,0.0,0.0,0.0,-8.12,-22.0
2013-08-02,-32.72,106.68,0.0,0.0,0.0,0.0,0.0,-6.6,-29.16
2013-08-05,11.82,58.27,0.0,0.0,0.0,0.0,0.0,-10.72,-73.89
2013-08-06,2.65,59.13,0.0,0.0,0.0,0.0,0.0,-6.58,-54.81
2013-08-07,-11.19,-3.27,0.0,0.0,0.0,0.0,0.0,-6.58,47.14
2013-08-08,-23.47,11.6,0.0,0.0,0.0,0.0,0.0,-13.21,-64.09
2013-08-09,-44.31,72.08,0.0,0.0,0.0,0.0,0.0,-10.99,-39.95
2013-08-12,16.16,-15.07,0.0,0.0,0.0,0.0,0.0,-6.57,73.54
2013-08-13,4.56,16.16,0.0,0.0,0.0,0.0,0.0,-6.59,-6.85
2013-08-14,-11.07,-32.26,0.0,0.0,0.0,0.0,-1.1,-10.79,33.41
2013-08-15,-27.88,-55.22,0.0,0.0,0.0,0.0,13.62,-13.26,69.6
2013-08-16,-34.43,19.31,0.0,0.0,0.0,0.0,-6.66,-6.59,70.28
2013-08-19,21.18,-12.35,0.0,0.0,0.0,0.0,0.0,-6.58,8.82
2013-08-20,20.1,-108.28,0.0,0.0,0.0,0.0,0.0,-6.59,68.1
2013-08-21,10.49,-10.78,0.0,0.0,0.0,0.0,0.0,-10.07,116.31
2013-08-22,-4.05,22.69,0.0,0.0,0.0,0.0,0.0,-13.2,21.36
2013-08-23,-4.47,-50.93,0.0,0.0,0.0,0.0,0.0,-13.26,-33.5
2013-08-26,43.9,-368.78,0.0,0.0,0.0,0.0,0.0,-6.61,125.66
2013-08-27,38.19,-62.4,0.0,0.0,0.0,0.0,0.0,-6.59,59.45
2013-08-28,18.38,-27.34,0.0,0.0,0.0,0.0,0.0,-13.27,-58.8
2013-08-29,4.67,121.77,0.0,0.0,0.0,0.0,0.0,-13.28,21.01
2013-08-30,-7.04,102.28,0.0,0.0,0.0,0.0,0.0,-6.64,-90.39
2013-09-02,35.09,-4.46,0.0,0.0,0.0,0.0,0.0,-0.5,-37.06
2013-09-03,16.13,45.36,0.0,0.0,0.0,0.0,0.0,-12.81,-17.55
2013-09-04,-3.4,-3.2,0.0,0.0,0.0,0.0,0.0,-11.21,-229.73
2013-09-05,-28.82,-49.35,0.0,0.0,0.0,0.0,0.0,-11.8,89.99
2013-09-06,-39.4,44.91,0.0,0.0,0.0,0.0,0.0,-9.38,88.14
2013-09-09,14.32,-3.96,0.0,0.0,0.0,0.0,0.0,-6.68,63.44
2013-09-10,5.67,31.59,0.0,0.0,0.0,0.0,0.0,-6.27,31.59
2013-09-11,-12.03,-30.91,0.0,0.0,0.0,0.0,0.0,-6.62,58.42
2013-09-12,-32.19,110.47,0.0,0.0,0.0,0.0,0.0,-6.57,-61.48
2013-09-13,-42.88,-32.38,0.0,0.0,0.0,0.0,-0.63,-6.54,38.28
2013-09-16,16.91,-84.29,0.0,0.0,0.0,0.0,0.9,-6.53,90.4
2013-09-17,10.78,97.5,0.0,0.0,0.0,0.0,-4.79,-2.26,37.67
2013-09-18,5.98,-58.96,0.0,0.0,0.0,0.0,0.0,-2.27,-10.98
2013-09-19,-10.59,14.54,0.0,0.0,0.0,0.0,0.0,-2.26,-19.37
2013-09-20,-15.35,-53.65,0.0,0.0,0.0,0.0,0.03,-2.21,68.59
2013-09-23,43.46,-35.36,0.0,0.0,0.0,0.0,0.0,-2.23,66.3
2013-09-24,41.13,-131.5,0.0,0.0,0.0,0.0,0.0,-2.24,24.66
2013-09-25,22.59,-112.81,0.0,0.0,0.0,0.0,0.0,-2.23,169.9
2013-09-26,8.98,-1.18,0.0,0.0,0.0,0.0,0.0,-2.24,47.72
2013-09-27,3.97,17.3,0.0,0.0,0.0,0.0,0.0,-4.35,-89.32
2013-09-30,41.73,45.9,0.0,0.0,0.0,0.0,0.0,-6.47,98.65
2013-10-01,29.06,50.96,0.0,0.0,0.0,0.0,0.0,-6.49,-157.1
2013-10-02,1.69,-12.45,0.0,0.0,0.0,0.0,0.0,-6.4,-86.5
2013-10-03,-27.74,93.49,0.0,0.0,0.0,0.0,0.0,-6.46,-82.96
2013-10-04,-41.29,65.52,0.0,0.0,0.0,0.0,0.0,-3.24,-50.78
2013-10-07,3.8,43.8,0.0,0.0,0.0,0.0,0.0,-5.64,-162.89
2013-10-08,3.11,31.19,0.0,0.0,0.0,0.0,0.0,-6.45,-42.68
2013-10-09,-12.27,-9.82,0.0,0.0,0.0,0.0,0.0,-6.45,-36.77
2013-10-10,-37.57,9.33,0.0,0.0,0.0,0.0,0.0,-6.47,236.54
2013-10-11,-47.02,25.02,0.0,0.0,0.0,0.0,0.0,-5.02,-12.79
2013-10-14,9.31,-61.5,0.0,0.0,0.0,0.0,-0.17,-0.43,41.93
2013-10-15,-1.66,56.23,0.0,0.0,0.0,0.0,2.24,-10.0,123.23
2013-10-16,-11.82,97.77,0.0,0.0,0.0,0.0,-4.93,-2.48,-134.7
2013-10-17,-27.93,-10.83,0.0,0.0,0.0,0.0,0.0,-0.42,-14.99
2013-10-18,-30.9,4.85,0.0,0.0,0.0,0.0,0.0,0.0,44.71
2013-10-21,38.7,-190.06,0.0,0.0,0.0,0.0,0.0,0.0,93.37
2013-10-22,34.08,103.37,0.0,0.0,0.0,0.0,0.0,0.0,-64.16
2013-10-23,23.41,-132.02,0.0,0.0,0.0,0.0,0.0,1.91,127.25
2013-10-24,9.83,-67.43,0.0,0.0,0.0,0.0,0.0,1.91,69.93
2013-10-25,-3.71,-265.91,0.0,0.0,0.0,0.0,0.0,2.0,210.56
2013-10-28,43.99,-165.94,0.0,0.0,0.0,0.0,0.03,2.0,91.69
2013-10-29,35.3,125.9,0.0,0.0,0.0,0.0,0.0,1.99,-36.31
2013-10-30,19.14,-102.2,0.0,0.0,0.0,0.0,0.0,-4.14,-84.15
2013-10-31,-21.25,49.02,0.0,0.0,0.0,0.0,0.0,-4.07,130.57
2013-11-01,-50.65,156.22,0.0,0.0,0.0,0.0,0.0,-1.41,-190.94
2013-11-05,32.13,20.82,0.0,0.0,0.0,0.0,0.0,-0.03,-2.93
2013-11-06,22.61,-12.65,0.0,0.0,0.0,0.0,0.0,-6.48,-142.72
2013-11-07,-12.92,70.38,0.0,0.0,0.0,0.0,0.0,-6.48,43.18
2013-11-08,-36.23,86.16,0.0,0.0,0.0,0.0,0.0,-4.08,-280.97
2013-11-11,12.72,0.97,0.0,0.0,0.0,0.0,0.0,-0.8,266.59
2013-11-12,-8.16,83.53,0.0,0.0,0.0,0.0,0.0,-11.73,13.74
2013-11-13,-14.27,-142.39,0.0,0.0,0.0,0.0,0.0,-6.57,162.64
2013-11-14,-38.46,-35.31,0.0,0.0,0.0,0.0,0.0,-6.57,72.79
2013-11-15,-45.77,-8.74,0.0,0.0,0.0,0.0,-0.18,-6.54,44.19
2013-11-18,19.92,-18.64,0.0,0.0,0.0,0.0,6.24,-6.54,-2.86
2013-11-19,9.68,31.06,0.0,0.0,0.0,0.0,-7.35,-6.51,-49.12
2013-11-20,0.2,-159.61,0.0,0.0,0.0,0.0,-0.02,-6.53,96.29
2013-11-21,-8.93,36.81,0.0,0.0,0.0,0.0,-0.01,-6.55,46.08
2013-11-22,-23.05,-16.01,0.0,0.0,0.0,0.0,0.09,-6.6,8.54
2013-11-25,31.91,-253.55,0.0,0.0,0.0,0.0,0.0,-6.57,214.55
2013-11-26,24.15,44.08,0.0,0.0,0.0,0.0,0.0,-6.57,-65.35
2013-11-27,8.77,-35.37,0.0,0.0,0.0,0.0,0.0,-6.59,52.05
2013-11-28,-11.62,-32.98,0.0,0.0,0.0,0.0,0.0,-0.67,52.0
2013-11-29,-21.14,-15.01,0.0,0.0,0.0,0.0,0.04,-12.56,133.69
2013-12-02,7.4,75.37,0.0,0.0,0.0,0.0,0.0,-6.64,-75.54
2013-12-03,-1.92,44.69,0.0,0.0,0.0,0.0,0.0,-6.64,-112.16
2013-12-04,-13.08,16.07,0.0,0.0,0.0,0.0,0.0,-6.65,-143.83
2013-12-05,-42.45,-122.99,0.0,0.0,0.0,0.0,0.0,-6.64,39.99
2013-12-06,-64.66,35.34,0.0,0.0,0.0,0.0,0.0,-6.62,41.63
2013-12-09,0.9,12.75,0.0,0.0,0.0,0.0,0.0,-6.59,100.36
2013-12-10,-6.59,41.13,0.0,0.0,0.0,0.0,0.83,-6.55,252.22
2013-12-11,-19.6,-134.05,0.0,0.0,0.0,0.0,0.0,-6.54,184.39
2013-12-12,-50.19,210.5,0.0,0.0,0.0,0.0,0.0,-6.55,-79.59
2013-12-13,-68.26,-95.83,0.0,0.0,0.0,0.0,2.27,-6.55,158.27
2013-12-16,-13.88,-25.15,0.0,0.0,0.0,0.0,94.91,-6.57,41.35
2013-12-17,-20.07,111.38,0.0,0.0,0.0,0.0,3.31,-6.57,-5.39
2013-12-18,-26.05,-119.4,0.0,0.0,0.0,0.0,0.09,-6.58,-30.96
2013-12-19,-38.78,-17.5,0.0,0.0,0.0,0.0,0.0,-6.64,70.84
2013-12-20,-57.78,-96.31,0.0,0.0,0.0,0.0,0.0,-6.59,35.51
2013-12-23,7.63,19.17,0.0,0.0,0.0,0.0,0.0,-6.6,105.66
2013-12-24,-7.15,15.94,0.0,0.0,0.0,0.0,0.0,-6.57,240.06
2013-12-25,-40.61,-132.38,0.0,0.0,0.0,0.0,0.0,0.0,-9.23
2013-12-26,-93.03,141.71,0.0,0.0,0.0,0.0,-0.13,-7.76,110.59
2013-12-27,-133.91,347.88,0.0,0.0,0.0,0.0,0.0,-5.82,17.59
2013-12-30,-69.29,376.23,0.0,0.0,0.0,0.0,0.0,-6.52,-404.74
2013-12-31,2.0,194.22,0.0,0.0,0.0,0.0,0.0,0.0,-330.81
2014-01-09,190.33,-11.54,0.0,0.0,0.0,0.0,0.01,-19.81,-362.95
2014-01-10,60.05,-61.31,0.0,0.0,0.0,0.0,0.0,-6.62,-22.93
2014-01-13,67.07,-86.23,0.0,0.0,0.0,0.0,0.0,-6.65,-103.78
2014-01-14,46.0,-49.72,0.0,0.0,0.0,0.0,0.0,-6.63,235.46
2014-01-15,25.28,-121.39,0.0,0.0,0.0,0.0,0.0,-6.66,43.33
2014-01-16,3.36,-54.46,0.0,0.0,0.0,0.0,0.0,-6.68,-93.27
2014-01-17,-21.63,27.89,0.0,0.0,0.0,0.0,0.17,-6.68,-6.96
2014-01-20,35.27,-237.69,0.0,0.0,0.0,0.0,-0.21,-0.75,138.93
2014-01-21,37.97,9.71,0.0,0.0,0.0,0.0,0.01,-12.69,98.31
2014-01-22,24.56,38.68,0.0,0.0,0.0,0.0,0.89,-6.79,75.39
2014-01-23,9.68,-10.51,0.0,0.0,0.0,0.0,4.77,-6.77,-24.53
2014-01-24,7.76,36.99,0.0,0.0,0.0,0.0,-8.34,-13.55,-20.35
2014-01-27,53.88,-352.03,0.0,0.0,0.0,0.0,-0.01,-13.76,263.32
2014-01-28,46.19,15.97,0.0,0.0,0.0,0.0,0.0,-39.55,26.56
2014-01-29,30.06,31.74,0.0,0.0,0.0,0.0,0.0,-13.84,-101.23
2014-01-30,9.4,31.77,0.0,0.0,0.0,0.0,0.26,-58.11,-4.97
2014-01-31,-2.9,28.19,0.0,0.0,0.0,0.0,0.0,-64.27,106.24
2014-02-03,33.71,72.91,0.0,0.0,0.0,0.0,2.09,-14.07,-92.98
2014-02-04,16.95,126.39,0.0,0.0,0.0,0.0,0.0,-14.08,-57.77
2014-02-05,-9.96,100.96,0.0,0.0,0.0,0.0,0.0,-14.13,-398.19
2014-02-06,-24.96,134.92,0.0,0.0,0.0,0.0,0.0,-8.2,-66.53
2014-02-07,-45.1,143.28,0.0,0.0,0.0,0.0,0.07,-6.95,-99.73
2014-02-10,8.23,25.95,0.0,0.0,0.0,0.0,0.0,-6.94,104.17
2014-02-11,-12.95,54.45,0.0,0.0,0.0,0.0,0.68,-6.98,-56.7
2014-02-12,-22.35,74.8,0.0,0.0,0.0,0.0,0.0,-8.24,94.53
2014-02-13,-40.35,-16.16,0.0,0.0,0.0,0.0,1.03,-6.96,-9.74
2014-02-14,-43.05,-13.04,0.0,0.0,0.0,0.0,-0.24,-11.52,8.1
2014-02-17,13.07,-57.75,0.0,0.0,0.0,0.0,-1.18,-2.43,2.35
2014-02-18,6.93,29.36,0.0,0.0,0.0,0.0,-7.11,-25.68,-4.4
2014-02-19,6.63,-37.49,0.0,0.0,0.0,0.0,-0.01,-14.11,110.93
2014-02-20,-10.14,-69.75,0.0,0.0,0.0,0.0,0.0,-10.74,12.66
2014-02-21,-5.79,121.09,0.0,0.0,0.0,0.0,0.01,-17.24,-24.75
2014-02-24,46.88,-92.52,0.0,0.0,0.0,0.0,0.0,-10.8,47.61
2014-02-25,41.58,-223.99,0.0,0.0,0.0,0.0,0.0,-10.72,64.55
2014-02-26,25.55,74.13,0.0,0.0,0.0,0.0,0.09,-10.71,160.72
2014-02-27,4.06,21.13,0.0,0.0,0.0,0.0,0.0,-10.85,-269.28
2014-02-28,-9.39,80.08,0.0,0.0,0.0,0.0,0.0,-14.15,35.22
2014-03-03,33.98,79.74,0.0,0.0,0.0,0.0,0.0,-39.9,186.34
2014-03-04,4.03,105.73,0.0,0.0,0.0,0.0,0.0,-410.64,160.6
2014-03-05,-18.65,70.23,0.0,0.0,0.0,0.0,0.0,-11.02,-193.06
2014-03-06,-62.47,80.75,0.0,0.0,0.0,0.0,0.0,-14.44,-27.13
2014-03-07,-69.41,118.75,0.0,0.0,0.0,0.0,0.0,-14.47,-44.04
2014-03-11,41.62,-48.1,0.0,0.0,0.0,0.0,0.0,-14.51,104.85
2014-03-12,21.66,124.3,0.0,0.0,0.0,0.0,0.0,-14.55,166.47
2014-03-13,-11.24,-136.14,0.0,0.0,0.0,0.0,0.38,-97.0,39.14
2014-03-14,-27.44,38.65,0.0,0.0,0.0,0.0,0.0,-61.16,123.07
2014-03-17,28.76,-87.6,0.0,0.0,0.0,0.0,-0.02,-161.54,140.93
2014-03-18,19.75,0.76,0.0,0.0,0.0,0.0,-2.65,-23.82,-48.03
2014-03-19,8.21,-13.54,0.0,0.0,0.0,0.0,-24.56,-14.58,45.38
2014-03-20,-6.44,-21.88,0.0,0.0,0.0,0.0,0.0,-14.43,15.47
2014-03-21,-12.64,40.32,0.0,0.0,0.0,0.0,0.0,-12.92,38.65
2014-03-24,37.47,-121.44,0.0,0.0,0.0,0.0,0.0,-14.54,123.17
2014-03-25,40.41,-254.28,0.0,0.0,0.0,0.0,0.0,-11.62,175.07
2014-03-26,26.1,-35.54,0.0,0.0,0.0,0.0,0.0,-7.26,79.28
2014-03-27,0.99,-54.18,0.0,0.0,0.0,0.0,0.0,-7.09,-58.9
2014-03-28,-1.93,-75.38,0.0,0.0,0.0,0.0,0.01,-7.12,108.7
2014-03-31,50.22,66.02,0.0,0.0,0.0,0.0,0.0,-7.15,32.0
2014-04-01,34.9,116.67,0.0,0.0,0.0,0.0,0.0,-6.44,-216.23
2014-04-02,4.28,62.32,0.0,0.0,0.0,0.0,0.0,0.0,-150.84
2014-04-03,-32.57,88.31,0.0,0.0,0.0,0.0,0.0,-5.74,-110.79
2014-04-04,-40.92,72.58,0.0,0.0,0.0,0.0,0.1,-7.11,-47.28
2014-04-07,15.75,5.18,0.0,0.0,0.0,0.0,0.01,-4.88,6.9
2014-04-08,6.79,80.86,0.0,0.0,0.0,0.0,0.0,-7.12,-41.0
2014-04-09,-16.41,38.27,0.0,0.0,0.0,0.0,0.48,-7.1,-177.5
2014-04-10,-38.14,21.18,0.0,0.0,0.0,0.0,0.0,-7.15,346.01
2014-04-11,-51.68,56.89,0.0,0.0,0.0,0.0,0.0,-7.11,-88.39
2014-04-14,8.5,-65.82,0.0,0.0,0.0,0.0,-0.33,-3.63,39.19
2014-04-15,-5.28,-49.38,0.0,0.0,0.0,0.0,12.87,-3.66,97.98
2014-04-16,-13.78,113.45,0.0,0.0,0.0,0.0,-2.47,-3.71,-70.13
2014-04-17,-37.84,-23.17,0.0,0.0,0.0,0.0,-0.13,-4.05,-13.93
2014-04-18,-38.98,-106.26,0.0,0.0,0.0,0.0,0.0,-3.22,70.11
2014-04-21,36.05,-209.52,0.0,0.0,0.0,0.0,-0.01,-3.21,327.16
2014-04-22,27.97,19.84,0.0,0.0,0.0,0.0,0.0,-4.57,-46.04
2014-04-23,9.79,-6.58,0.0,0.0,0.0,0.0,0.0,-3.64,34.81
2014-04-24,-7.08,-121.42,0.0,0.0,0.0,0.0,0.0,-3.64,85.21
2014-04-25,-15.32,-224.63,0.0,0.0,0.0,0.0,0.0,-3.65,316.37
2014-04-28,9.13,-66.31,0.0,0.0,0.0,0.0,0.0,-3.67,-18.23
2014-04-29,-18.61,117.85,0.0,0.0,0.0,0.0,0.0,-3.7,-44.27
2014-04-30,-64.8,101.59,0.0,0.0,0.0,0.0,0.35,-3.67,-149.07
2014-05-05,64.67,8.93,0.0,0.0,0.0,0.0,0.01,-7.3,27.48
2014-05-06,23.1,41.48,0.0,0.0,0.0,0.0,0.0,-3.66,-1.48
2014-05-07,-23.8,87.05,0.0,0.0,0.0,0.0,0.0,-3.63,-130.78
2014-05-08,-49.55,126.6,0.0,0.0,0.0,0.0,0.02,-3.47,-239.61
2014-05-12,41.66,-156.68,0.0,0.0,0.0,0.0,0.0,3.13,325.11
2014-05-13,16.64,41.39,0.0,0.0,0.0,0.0,0.0,3.52,-42.05
2014-05-14,-3.6,-19.84,0.0,0.0,0.0,0.0,0.0,3.46,-22.33
2014-05-15,-28.78,-68.75,0.0,0.0,0.0,0.0,0.0,3.47,51.94
2014-05-16,-31.74,7.6,0.0,0.0,0.0,0.0,0.0,3.5,-39.18
2014-05-19,31.52,-47.57,0.0,0.0,0.0,0.0,0.04,3.51,102.29
2014-05-20,21.07,-129.98,0.0,0.0,0.0,0.0,6.07,3.49,163.85
2014-05-21,2.84,120.26,0.0,0.0,0.0,0.0,-9.45,3.5,-77.07
2014-05-22,-3.41,139.26,0.0,0.0,0.0,0.0,0.0,3.48,-99.6
2014-05-23,-6.0,49.07,0.0,0.0,0.0,0.0,-0.02,3.46,-43.48
2014-05-26,46.77,-258.25,0.0,0.0,0.0,0.0,-0.03,0.35,31.93
2014-05-27,36.83,68.25,0.0,0.0,0.0,0.0,-0.01,6.63,-15.85
2014-05-28,17.41,-8.35,0.0,0.0,0.0,0.0,-0.01,3.54,-204.54
2014-05-29,4.46,45.37,0.0,0.0,0.0,0.0,0.36,3.52,-15.72
2014-05-30,-9.05,99.44,0.0,0.0,0.0,0.0,0.0,3.5,-64.5
2014-06-02,33.53,32.63,0.0,0.0,0.0,0.0,0.0,3.51,-1.39
2014-06-03,13.66,62.63,0.0,0.0,0.0,0.0,0.0,3.52,7.76
2014-06-04,-7.88,-18.61,0.0,0.0,0.0,0.0,0.0,3.5,-403.36
2014-06-05,-35.75,73.1,0.0,0.0,0.0,0.0,0.02,3.51,-0.96
2014-06-06,-57.4,13.61,0.0,0.0,0.0,0.0,0.0,3.48,75.48
2014-06-09,-8.27,6.91,0.0,0.0,0.0,0.0,0.0,3.47,220.28
2014-06-10,-45.46,22.67,0.0,0.0,0.0,0.0,0.06,3.47,-148.47
2014-06-11,-86.42,38.84,0.0,0.0,0.0,0.0,0.0,3.51,231.57
2014-06-16,39.0,-229.58,0.0,0.0,0.0,0.0,0.0,7.01,162.95
2014-06-17,15.65,-2.07,0.0,0.0,0.0,0.0,0.14,3.53,-12.45
2014-06-18,7.36,100.38,0.0,0.0,0.0,0.0,7.59,3.51,-96.97
2014-06-19,-12.08,-79.19,0.0,0.0,0.0,0.0,-5.53,3.51,5.95
2014-06-20,-13.27,60.12,0.0,0.0,0.0,0.0,0.32,3.47,-37.47
2014-06-23,43.92,-45.16,0.0,0.0,0.0,0.0,0.0,3.3,56.61
2014-06-24,37.58,98.01,0.0,0.0,0.0,0.0,0.03,0.0,-21.26
2014-06-25,20.32,-243.77,0.0,0.0,0.0,0.0,0.02,0.0,225.55
2014-06-26,6.7,-42.86,0.0,0.0,0.0,0.0,0.13,0.0,-29.66
2014-06-27,-1.47,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.43
2014-06-30,46.32,59.06,0.0,0.0,0.0,0.0,0.0,0.0,86.72
2014-07-01,29.97,64.41,0.0,0.0,0.0,0.0,0.0,0.0,-70.82
2014-07-02,0.65,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,-272.46
2014-07-03,-33.23,90.33,0.0,0.0,0.0,0.0,0.0,0.0,-40.67
2014-07-04,-42.7,-110.67,0.0,0.0,0.0,0.0,0.0,0.0,-105.5
2014-07-07,15.12,10.01,0.0,0.0,0.0,0.0,0.58,0.0,4.65
2014-07-08,1.73,45.21,0.0,0.0,0.0,0.0,0.0,0.0,-46.61
2014-07-09,-23.03,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,-86.32
2014-07-10,-41.84,15.1,0.0,0.0,0.0,0.0,0.0,0.0,224.44
2014-07-11,-50.19,27.23,0.0,0.0,0.0,0.0,0.58,0.0,-1.55
2014-07-14,11.71,-33.32,0.0,0.0,0.0,0.0,-0.19,0.0,61.07
2014-07-15,0.79,-16.87,0.0,0.0,0.0,0.0,3.45,0.0,113.34
2014-07-16,-10.76,-24.49,0.0,0.0,0.0,0.0,-3.85,0.0,186.35
2014-07-17,-32.31,-39.35,0.0,0.0,0.0,0.0,0.02,0.0,-100.41
2014-07-18,-42.74,37.84,0.0,0.0,0.0,0.0,0.0,0.0,38.87
2014-07-21,37.16,-361.76,0.0,0.0,0.0,0.0,0.25,0.0,278.85
2014-07-22,29.29,102.01,0.0,0.0,0.0,0.0,0.0,0.0,-4.43
2014-07-23,11.73,50.75,0.0,0.0,0.0,0.0,0.0,0.0,-107.18
2014-07-24,-1.91,-103.46,0.0,0.0,0.0,0.0,0.0,0.0,18.41
2014-07-25,-10.88,-108.73,0.0,0.0,0.0,0.0,0.16,0.0,-16.08
2014-07-28,48.3,-124.48,0.0,0.0,0.0,0.0,0.0,0.0,47.26
2014-07-29,41.27,193.31,0.0,0.0,0.0,0.0,0.0,0.0,-14.3
2014-07-30,19.56,80.36,0.0,0.0,0.0,0.0,0.0,0.0,-55.27
2014-07-31,-8.85,77.28,0.0,0.0,0.0,0.0,0.0,0.0,-23.34
2014-08-01,-25.08,81.39,0.0,0.0,0.0,0.0,0.02,0.0,-95.72
2014-08-04,16.93,48.7,0.0,0.0,0.0,0.0,0.0,0.0,-323.44
2014-08-05,3.33,168.35,0.0,0.0,0.0,0.0,0.0,0.0,-23.52
2014-08-06,-17.86,-16.31,0.0,0.0,0.0,0.0,0.0,0.0,-81.32
2014-08-07,-35.21,37.47,0.0,0.0,0.0,0.0,0.0,0.0,-199.81
2014-08-08,-53.45,-22.86,0.0,0.0,0.0,0.0,0.0,0.0,103.93
2014-08-11,12.97,-3.79,0.0,0.0,0.0,0.0,0.0,0.0,197.4
2014-08-12,-2.19,60.39,0.0,0.0,0.0,0.0,0.0,0.0,-12.91
2014-08-13,-17.81,27.51,0.0,0.0,0.0,0.0,0.25,0.0,244.12
2014-08-14,-31.18,-54.67,0.0,0.0,0.0,0.0,-0.14,0.0,-54.16
2014-08-15,-48.64,23.87,0.0,0.0,0.0,0.0,10.37,0.0,7.86
