Дата,Изменение наличных денег в обращении (вне Банка России),Всего,движение средств по государственному внутреннему долгу,изменение задолженности банков по депозитам Федерального казначейства,изменение задолженности банков по операциям репо Федерального казначейства,операции Минфина России по покупке (продаже) иностранной валюты на внутреннем валютном рынке*,Регулирование Банком России обязательных резервов кредитных организаций,Интервенции Банка России на внутреннем валютном рынке,Нетто-объем операций Банка России по предоставлению и абсорбированию ликвидности (без учета операций на внутреннем валютном рынке)
2012-03-05,5.01,31.01,0.0,0.0,0.0,0.0,0.0,7.33,-6.28
2012-03-06,-28.35,43.78,0.0,0.0,0.0,0.0,0.0,7.33,17.08
2012-03-07,-59.92,65.17,0.0,0.0,0.0,0.0,0.0,3.55,-95.19
2012-03-11,37.18,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,145.95
2012-03-12,18.85,-8.48,0.0,0.0,0.0,0.0,0.0,8.7,61.16
2012-03-13,5.39,22.67,0.0,0.0,0.0,0.0,0.0,3.55,31.58
2012-03-14,-1.45,-26.64,0.0,0.0,0.0,0.0,0.0,5.35,28.64
2012-03-15,-18.69,-49.26,0.0,0.0,0.0,0.0,0.13,7.37,-31.57
2012-03-16,-28.36,21.51,0.0,0.0,0.0,0.0,10.32,7.37,27.36
2012-03-19,25.48,-23.28,0.0,0.0,0.0,0.0,-1.77,7.34,1.27
2012-03-20,14.98,-86.42,0.0,0.0,0.0,0.0,0.01,7.31,63.94
2012-03-21,10.6,-35.74,0.0,0.0,0.0,0.0,-0.01,7.31,-26.42
2012-03-22,-2.91,13.09,0.0,0.0,0.0,0.0,0.04,7.3,-47.15
2012-03-23,-5.87,-38.72,0.0,0.0,0.0,0.0,0.0,7.22,-44.67
2012-03-26,38.3,-273.48,0.0,0.0,0.0,0.0,0.0,4.6,221.2
2012-03-27,30.29,-12.88,0.0,0.0,0.0,0.0,0.0,7.28,64.32
2012-03-28,20.16,-178.26,0.0,0.0,0.0,0.0,0.0,7.24,40.23
2012-03-29,5.25,61.87,0.0,0.0,0.0,0.0,0.0,6.34,67.17
2012-03-30,-6.52,162.0,0.0,0.0,0.0,0.0,0.0,3.52,-68.94
2012-04-02,26.28,-2.15,0.0,0.0,0.0,0.0,0.0,3.53,-55.15
2012-04-03,9.84,29.63,0.0,0.0,0.0,0.0,0.0,3.53,-86.57
2012-04-04,-6.14,29.26,0.0,0.0,0.0,0.0,0.0,4.57,-89.29
2012-04-05,-31.37,45.77,0.0,0.0,0.0,0.0,0.0,5.9,-16.25
2012-04-06,-42.35,58.31,0.0,0.0,0.0,0.0,0.0,3.53,16.07
2012-04-09,5.81,21.15,0.0,0.0,0.0,0.0,0.0,4.95,-222.98
2012-04-10,-5.42,20.16,0.0,0.0,0.0,0.0,0.0,5.63,274.39
2012-04-11,-21.4,0.83,0.0,0.0,0.0,0.0,0.0,5.05,-56.45
2012-04-12,-36.56,-11.68,0.0,0.0,0.0,0.0,0.0,5.06,-15.64
2012-04-13,-51.19,3.28,0.0,0.0,0.0,0.0,-0.06,5.02,30.48
2012-04-16,8.44,-45.43,0.0,0.0,0.0,0.0,6.66,5.02,62.11
2012-04-17,6.03,33.98,0.0,0.0,0.0,0.0,-4.17,5.05,-10.81
2012-04-18,-3.9,-16.37,0.0,0.0,0.0,0.0,-0.01,5.03,71.64
2012-04-19,-13.86,-31.02,0.0,0.0,0.0,0.0,0.0,6.67,6.29
2012-04-20,-22.01,-141.59,0.0,0.0,0.0,0.0,0.03,5.02,151.71
2012-04-23,28.17,-29.95,0.0,0.0,0.0,0.0,0.0,5.01,-35.85
2012-04-24,21.5,-35.23,0.0,0.0,0.0,0.0,0.0,5.02,-13.65
2012-04-25,3.68,-230.38,0.0,0.0,0.0,0.0,0.0,8.27,216.38
2012-04-26,-11.21,-13.32,0.0,0.0,0.0,0.0,0.0,8.8,61.48
2012-04-27,-21.66,-17.65,0.0,0.0,0.0,0.0,0.0,8.79,141.85
2012-04-28,-20.5,-208.38,0.0,0.0,0.0,0.0,0.0,0.0,-15.52
2012-05-02,43.55,45.07,0.0,0.0,0.0,0.0,0.01,11.81,-26.06
2012-05-03,15.36,145.03,0.0,0.0,0.0,0.0,0.0,8.83,-13.47
2012-05-04,-28.89,56.65,0.0,0.0,0.0,0.0,0.0,5.01,-206.34
2012-05-05,-67.52,96.38,0.0,0.0,0.0,0.0,0.0,0.0,-166.16
2012-05-10,36.22,3.04,0.0,0.0,0.0,0.0,0.0,10.1,381.38
2012-05-11,3.52,-11.32,0.0,0.0,0.0,0.0,0.0,5.13,18.96
2012-05-12,-8.14,27.49,0.0,0.0,0.0,0.0,0.0,0.0,17.08
2012-05-14,5.33,-8.41,0.0,0.0,0.0,0.0,0.0,10.26,2.62
2012-05-15,-8.24,-35.47,0.0,0.0,0.0,0.0,0.0,5.16,18.2
2012-05-16,-17.09,41.68,0.0,0.0,0.0,0.0,-0.32,5.17,-385.77
2012-05-17,-26.52,15.75,0.0,0.0,0.0,0.0,0.94,0.22,-11.33
2012-05-18,-33.44,-1.58,0.0,0.0,0.0,0.0,-6.04,0.0,16.0
2012-05-21,23.13,-93.52,0.0,0.0,0.0,0.0,0.0,0.0,51.82
2012-05-22,21.34,23.14,0.0,0.0,0.0,0.0,0.0,0.0,23.33
2012-05-23,6.5,7.41,0.0,0.0,0.0,0.0,0.0,0.0,-28.5
2012-05-24,-2.3,-20.49,0.0,0.0,0.0,0.0,0.0,0.0,33.18
2012-05-25,-7.88,-261.33,0.0,0.0,0.0,0.0,0.0,0.0,199.99
2012-05-28,33.9,-109.96,0.0,0.0,0.0,0.0,0.0,-0.1,86.12
2012-05-29,26.3,54.49,0.0,0.0,0.0,0.0,0.0,-0.53,-37.09
2012-05-30,12.02,25.32,0.0,0.0,0.0,0.0,0.0,-2.25,-93.15
2012-05-31,-6.21,68.34,0.0,0.0,0.0,0.0,0.03,-2.28,-44.61
2012-06-01,-27.63,49.34,0.0,0.0,0.0,0.0,0.0,-4.58,29.85
2012-06-04,15.62,-3.3,0.0,0.0,0.0,0.0,-0.13,-6.76,-112.23
2012-06-05,-1.1,51.45,0.0,0.0,0.0,0.0,0.0,-6.76,-22.37
2012-06-06,-18.46,43.27,0.0,0.0,0.0,0.0,0.0,-5.97,22.36
2012-06-07,-37.96,-1.11,0.0,0.0,0.0,0.0,0.0,-2.28,64.6
2012-06-08,-59.43,6.4,0.0,0.0,0.0,0.0,0.0,-2.26,28.18
2012-06-09,-63.43,57.71,0.0,0.0,0.0,0.0,0.13,0.0,140.05
2012-06-13,13.83,-38.43,0.0,0.0,0.0,0.0,0.0,-4.58,-12.61
2012-06-14,-4.94,-36.23,0.0,0.0,0.0,0.0,-0.01,-2.28,117.88
2012-06-15,-32.08,-5.82,0.0,0.0,0.0,0.0,-0.12,-2.28,140.93
2012-06-18,19.83,-18.87,0.0,0.0,0.0,0.0,0.06,-2.27,-49.83
2012-06-19,13.53,5.99,0.0,0.0,0.0,0.0,-4.98,-2.26,-42.42
2012-06-20,-1.9,-97.4,0.0,0.0,0.0,0.0,0.0,-2.28,-38.61
2012-06-21,-12.0,-11.74,0.0,0.0,0.0,0.0,0.0,-2.28,58.91
2012-06-22,-17.24,-19.69,0.0,0.0,0.0,0.0,0.0,-6.57,71.58
2012-06-25,31.67,-258.21,0.0,0.0,0.0,0.0,0.04,-6.66,191.41
2012-06-26,28.46,25.61,0.0,0.0,0.0,0.0,0.0,-6.64,-120.1
2012-06-27,14.09,17.18,0.0,0.0,0.0,0.0,0.0,-5.08,34.18
2012-06-28,-5.12,-95.22,0.0,0.0,0.0,0.0,0.0,-2.31,150.99
2012-06-29,-16.71,131.33,0.0,0.0,0.0,0.0,0.0,-6.44,-13.5
2012-07-02,27.81,40.83,0.0,0.0,0.0,0.0,0.04,-4.18,-132.86
2012-07-03,5.7,17.02,0.0,0.0,0.0,0.0,0.0,-2.28,-100.24
2012-07-04,-13.66,-10.05,0.0,0.0,0.0,0.0,0.0,-0.08,-103.54
2012-07-05,-28.15,49.5,0.0,0.0,0.0,0.0,0.0,-4.44,63.07
2012-07-06,-44.32,62.81,0.0,0.0,0.0,0.0,0.0,-2.27,13.77
2012-07-09,14.05,8.88,0.0,0.0,0.0,0.0,0.0,-2.29,-4.82
2012-07-10,1.5,10.64,0.0,0.0,0.0,0.0,0.0,-2.31,41.17
2012-07-11,-18.3,38.68,0.0,0.0,0.0,0.0,0.0,-2.3,118.0
2012-07-12,-34.77,-18.74,0.0,0.0,0.0,0.0,0.0,-2.3,73.74
2012-07-13,-50.27,-5.28,0.0,0.0,0.0,0.0,-0.29,-2.29,60.8
2012-07-16,14.27,-33.51,0.0,0.0,0.0,0.0,-2.93,-2.29,3.77
2012-07-17,12.69,57.06,0.0,0.0,0.0,0.0,-7.1,-2.29,-77.74
2012-07-18,0.07,-29.89,0.0,0.0,0.0,0.0,0.0,-2.27,-59.5
2012-07-19,-11.74,-31.89,0.0,0.0,0.0,0.0,0.0,-1.91,18.5
2012-07-20,-17.6,-115.99,0.0,0.0,0.0,0.0,0.0,0.0,43.35
2012-07-23,36.9,-16.57,0.0,0.0,0.0,0.0,0.0,0.0,48.73
2012-07-24,33.56,-45.86,0.0,0.0,0.0,0.0,0.0,-1.11,14.63
2012-07-25,17.74,-254.49,0.0,0.0,0.0,0.0,0.12,-2.29,203.91
2012-07-26,6.38,14.64,0.0,0.0,0.0,0.0,0.0,-2.29,6.28
2012-07-27,-2.39,-21.5,0.0,0.0,0.0,0.0,0.0,-0.4,-17.53
2012-07-30,39.26,-64.84,0.0,0.0,0.0,0.0,0.0,-0.03,68.83
2012-07-31,30.85,212.89,0.0,0.0,0.0,0.0,0.0,0.0,-32.24
2012-08-01,13.09,32.41,0.0,0.0,0.0,0.0,0.0,0.0,-112.7
2012-08-02,-15.19,21.15,0.0,0.0,0.0,0.0,0.0,-2.26,-71.23
2012-08-03,-37.31,89.77,0.0,0.0,0.0,0.0,0.02,-2.27,-64.58
2012-08-06,12.24,43.44,0.0,0.0,0.0,0.0,0.0,-1.3,-79.38
2012-08-07,8.08,42.97,0.0,0.0,0.0,0.0,0.0,0.0,-57.66
2012-08-08,-4.11,104.68,0.0,0.0,0.0,0.0,0.0,0.0,-32.67
2012-08-09,-23.55,3.66,0.0,0.0,0.0,0.0,0.0,0.0,-98.74
2012-08-10,-38.46,63.03,0.0,0.0,0.0,0.0,0.02,0.0,109.59
2012-08-13,13.76,-25.84,0.0,0.0,0.0,0.0,0.0,0.0,16.76
2012-08-14,0.81,-3.04,0.0,0.0,0.0,0.0,0.2,0.0,-15.42
2012-08-15,-10.06,-18.27,0.0,0.0,0.0,0.0,2.01,0.0,60.69
2012-08-16,-24.94,29.24,0.0,0.0,0.0,0.0,-6.15,0.0,143.12
2012-08-17,-29.76,30.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.22
2012-08-20,28.0,-115.13,0.0,0.0,0.0,0.0,0.0,0.0,-6.45
2012-08-21,25.8,20.85,0.0,0.0,0.0,0.0,0.11,0.0,-6.31
2012-08-22,13.38,31.08,0.0,0.0,0.0,0.0,-0.11,0.0,-236.7
2012-08-23,2.46,-15.06,0.0,0.0,0.0,0.0,0.0,0.0,-22.75
2012-08-24,-5.06,-73.68,0.0,0.0,0.0,0.0,0.0,0.0,-44.78
2012-08-27,39.15,-329.96,0.0,0.0,0.0,0.0,0.0,0.0,455.71
2012-08-28,30.49,-36.45,0.0,0.0,0.0,0.0,0.0,0.0,38.7
2012-08-29,17.32,57.34,0.0,0.0,0.0,0.0,0.0,-1.74,-105.06
2012-08-30,5.09,113.11,0.0,0.0,0.0,0.0,0.0,-2.25,-43.09
2012-08-31,-13.0,49.96,0.0,0.0,0.0,0.0,0.0,-2.26,-84.93
2012-09-03,22.94,12.12,0.0,0.0,0.0,0.0,0.0,-0.28,-9.93
2012-09-04,7.96,14.79,0.0,0.0,0.0,0.0,0.0,-4.26,-69.91
2012-09-05,-9.18,44.86,0.0,0.0,0.0,0.0,0.0,-2.25,-216.43
2012-09-06,-24.23,17.12,0.0,0.0,0.0,0.0,0.0,-2.27,-35.72
2012-09-07,-39.94,42.09,0.0,0.0,0.0,0.0,0.0,-2.25,-23.18
2012-09-10,9.45,18.88,0.0,0.0,0.0,0.0,0.0,-2.03,206.99
2012-09-11,0.13,12.39,0.0,0.0,0.0,0.0,0.0,-2.02,52.12
2012-09-12,-8.74,1.06,0.0,0.0,0.0,0.0,0.0,-2.03,57.75
2012-09-13,-28.02,1.48,0.0,0.0,0.0,0.0,0.0,0.0,14.95
2012-09-14,-38.74,5.25,0.0,0.0,0.0,0.0,0.97,0.0,25.31
2012-09-17,25.18,-26.97,0.0,0.0,0.0,0.0,1.09,0.0,27.66
2012-09-18,15.1,22.74,0.0,0.0,0.0,0.0,-6.42,0.0,13.16
2012-09-19,4.47,-12.63,0.0,0.0,0.0,0.0,0.0,0.0,22.71
2012-09-20,-8.13,-93.75,0.0,0.0,0.0,0.0,0.0,0.0,14.61
2012-09-21,-11.43,83.94,0.0,0.0,0.0,0.0,0.0,-1.21,-28.59
2012-09-24,35.74,-78.27,0.0,0.0,0.0,0.0,0.0,0.0,54.09
2012-09-25,29.63,-271.72,0.0,0.0,0.0,0.0,0.0,0.0,147.68
2012-09-26,18.13,9.08,0.0,0.0,0.0,0.0,0.0,0.0,-87.84
2012-09-27,3.57,2.02,0.0,0.0,0.0,0.0,0.0,0.0,9.46
2012-09-28,-7.44,125.45,0.0,0.0,0.0,0.0,0.0,0.0,-49.16
2012-10-01,30.55,-33.53,0.0,0.0,0.0,0.0,0.02,0.0,-89.27
2012-10-02,16.3,77.49,0.0,0.0,0.0,0.0,0.0,0.0,-43.7
2012-10-03,-7.17,20.74,0.0,0.0,0.0,0.0,0.01,0.0,-171.2
2012-10-04,-26.36,46.3,0.0,0.0,0.0,0.0,0.0,0.0,16.67
2012-10-05,-42.83,73.23,0.0,0.0,0.0,0.0,0.14,0.0,-1.89
2012-10-08,10.99,42.25,0.0,0.0,0.0,0.0,0.0,0.0,58.05
2012-10-09,2.98,22.51,0.0,0.0,0.0,0.0,0.04,0.0,-18.03
2012-10-10,-18.65,6.8,0.0,0.0,0.0,0.0,0.0,0.0,114.91
2012-10-11,-29.22,-60.25,0.0,0.0,0.0,0.0,0.0,0.0,-5.83
2012-10-12,-45.67,55.55,0.0,0.0,0.0,0.0,-0.03,0.0,15.99
2012-10-15,9.45,-50.04,0.0,0.0,0.0,0.0,1.35,0.0,58.41
2012-10-16,3.05,64.62,0.0,0.0,0.0,0.0,-3.95,0.0,23.31
2012-10-17,-5.9,16.41,0.0,0.0,0.0,0.0,-0.02,0.0,46.62
2012-10-18,-17.31,5.85,0.0,0.0,0.0,0.0,0.0,0.0,-27.96
2012-10-19,-19.9,-34.68,0.0,0.0,0.0,0.0,0.0,0.0,10.12
2012-10-22,37.69,-149.67,0.0,0.0,0.0,0.0,0.0,0.0,31.48
2012-10-23,31.41,32.13,0.0,0.0,0.0,0.0,0.0,0.0,-16.88
2012-10-24,16.86,-60.03,0.0,0.0,0.0,0.0,0.0,-0.16,-116.42
2012-10-25,4.63,-292.23,0.0,0.0,0.0,0.0,0.0,0.0,273.49
2012-10-26,0.44,-12.27,0.0,0.0,0.0,0.0,0.0,0.0,-23.56
2012-10-29,38.72,-118.26,0.0,0.0,0.0,0.0,0.0,-0.1,76.9
2012-10-30,28.67,74.4,0.0,0.0,0.0,0.0,0.0,0.0,81.72
2012-10-31,12.13,48.39,0.0,0.0,0.0,0.0,0.0,-0.48,-133.68
2012-11-01,-21.02,40.05,0.0,0.0,0.0,0.0,0.0,0.0,-28.76
2012-11-02,-56.0,102.49,0.0,0.0,0.0,0.0,0.0,0.0,-116.78
2012-11-06,28.23,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.65
2012-11-07,11.8,99.8,0.0,0.0,0.0,0.0,0.0,0.0,-20.36
2012-11-08,-10.64,39.68,0.0,0.0,0.0,0.0,0.0,0.0,-40.77
2012-11-09,-35.91,47.3,0.0,0.0,0.0,0.0,0.0,0.0,-75.57
2012-11-12,14.78,-8.87,0.0,0.0,0.0,0.0,0.0,0.0,38.07
2012-11-13,1.56,13.86,0.0,0.0,0.0,0.0,0.0,0.0,-1.73
2012-11-14,-14.42,-65.55,0.0,0.0,0.0,0.0,0.0,-0.49,89.09
2012-11-15,-29.71,-48.28,0.0,0.0,0.0,0.0,2.5,0.0,67.97
2012-11-16,-37.7,46.15,0.0,0.0,0.0,0.0,-1.99,-0.01,85.56
2012-11-19,19.24,-24.83,0.0,0.0,0.0,0.0,-6.1,-1.21,-4.66
2012-11-20,13.18,-78.29,0.0,0.0,0.0,0.0,0.0,0.0,72.57
2012-11-21,7.07,-68.74,0.0,0.0,0.0,0.0,0.0,0.0,-45.9
2012-11-22,-2.94,13.12,0.0,0.0,0.0,0.0,0.0,0.0,-3.39
2012-11-23,-8.86,16.41,0.0,0.0,0.0,0.0,0.0,0.0,13.38
2012-11-26,41.3,-300.86,0.0,0.0,0.0,0.0,0.0,0.0,259.36
2012-11-27,31.07,-18.99,0.0,0.0,0.0,0.0,0.0,0.0,-37.65
2012-11-28,17.49,-82.55,0.0,0.0,0.0,0.0,0.0,0.0,96.47
2012-11-29,2.44,9.99,0.0,0.0,0.0,0.0,0.0,0.0,39.93
2012-11-30,-17.54,55.96,0.0,0.0,0.0,0.0,0.0,0.0,-7.44
2012-12-03,24.04,11.71,0.0,0.0,0.0,0.0,0.0,0.0,-66.69
2012-12-04,7.09,25.27,0.0,0.0,0.0,0.0,0.0,0.0,185.22
2012-12-05,-9.5,-8.85,0.0,0.0,0.0,0.0,0.0,0.0,-290.7
2012-12-06,-32.59,33.95,0.0,0.0,0.0,0.0,0.0,0.0,-91.51
2012-12-07,-48.9,57.4,0.0,0.0,0.0,0.0,0.0,0.0,-54.65
2012-12-10,-0.52,11.31,0.0,0.0,0.0,0.0,0.0,0.0,192.18
2012-12-11,-19.03,33.11,0.0,0.0,0.0,0.0,0.0,0.0,58.73
2012-12-12,-31.83,2.5,0.0,0.0,0.0,0.0,0.0,0.0,23.44
2012-12-13,-45.76,23.83,0.0,0.0,0.0,0.0,0.0,0.0,-106.65
2012-12-14,-65.58,45.26,0.0,0.0,0.0,0.0,-0.14,0.0,28.44
2012-12-17,-1.79,-10.81,0.0,0.0,0.0,0.0,-0.13,0.0,121.02
2012-12-18,-17.15,52.89,0.0,0.0,0.0,0.0,-5.78,0.0,110.5
2012-12-19,-18.26,7.77,0.0,0.0,0.0,0.0,0.0,0.0,-147.82
2012-12-20,-40.26,43.16,0.0,0.0,0.0,0.0,0.0,0.0,102.6
2012-12-21,-55.28,-33.43,0.0,0.0,0.0,0.0,0.0,0.0,10.94
2012-12-24,-17.69,89.09,0.0,0.0,0.0,0.0,0.0,0.0,138.44
2012-12-25,-20.14,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,7.89
2012-12-26,-50.18,197.64,0.0,0.0,0.0,0.0,0.0,0.0,-96.35
2012-12-27,-88.89,378.78,0.0,0.0,0.0,0.0,0.0,0.0,-166.98
2012-12-28,-126.92,418.14,0.0,0.0,0.0,0.0,0.0,0.0,-46.49
2012-12-29,-107.36,300.57,0.0,0.0,0.0,0.0,0.0,0.0,-203.39
2012-12-30,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-08,0.0,52.92,0.0,0.0,0.0,0.0,0.0,0.0,160.39
2013-01-09,245.28,-129.28,0.0,0.0,0.0,0.0,0.0,5.15,-675.36
2013-01-10,91.6,22.67,0.0,0.0,0.0,0.0,0.0,4.83,44.43
2013-01-11,34.13,-105.57,0.0,0.0,0.0,0.0,0.0,5.15,-0.71
2013-01-14,53.76,-61.0,0.0,0.0,0.0,0.0,0.0,0.19,-33.56
2013-01-15,35.42,-78.74,0.0,0.0,0.0,0.0,0.0,0.0,-43.26
2013-01-16,14.92,-20.14,0.0,0.0,0.0,0.0,0.0,0.0,-192.24
2013-01-17,-6.92,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,-6.36
2013-01-18,-17.36,-85.64,0.0,0.0,0.0,0.0,0.0,0.0,47.65
2013-01-21,37.14,-170.7,0.0,0.0,0.0,0.0,0.0,0.0,191.67
2013-01-22,32.01,167.43,0.0,0.0,0.0,0.0,-0.29,0.0,-58.71
2013-01-23,22.59,-46.42,0.0,0.0,0.0,0.0,-0.16,0.0,17.32
2013-01-24,9.26,-61.91,0.0,0.0,0.0,0.0,-14.94,0.0,51.33
2013-01-25,0.71,-330.35,0.0,0.0,0.0,0.0,0.0,1.97,250.87
2013-01-28,42.47,28.61,0.0,0.0,0.0,0.0,0.0,2.65,-87.4
2013-01-29,37.49,67.38,0.0,0.0,0.0,0.0,0.0,0.0,-51.09
2013-01-30,21.81,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,47.43
2013-01-31,4.29,89.63,0.0,0.0,0.0,0.0,0.0,0.0,-180.7
2013-02-01,-18.66,62.14,0.0,0.0,0.0,0.0,0.0,0.0,-52.46
2013-02-04,22.16,28.46,0.0,0.0,0.0,0.0,0.0,0.0,-1.07
2013-02-05,7.98,318.16,0.0,0.0,0.0,0.0,0.0,0.0,-252.53
2013-02-06,-4.6,26.52,0.0,0.0,0.0,0.0,0.0,0.0,-326.85
2013-02-07,-23.77,25.56,0.0,0.0,0.0,0.0,0.02,0.0,-84.86
2013-02-08,-43.92,25.01,0.0,0.0,0.0,0.0,0.0,0.0,-47.17
2013-02-11,7.71,61.06,0.0,0.0,0.0,0.0,0.0,0.0,221.77
2013-02-12,-8.43,20.4,0.0,0.0,0.0,0.0,0.0,0.0,-46.6
2013-02-13,-14.14,-67.74,0.0,0.0,0.0,0.0,0.0,0.0,127.74
2013-02-14,-29.75,-26.19,0.0,0.0,0.0,0.0,0.13,0.0,25.41
2013-02-15,-40.25,-27.23,0.0,0.0,0.0,0.0,-0.28,1.38,75.54
2013-02-18,17.08,-25.26,0.0,0.0,0.0,0.0,-5.57,0.23,11.54
2013-02-19,9.55,-21.67,0.0,0.0,0.0,0.0,0.0,1.61,-4.35
2013-02-20,-0.99,-87.21,0.0,0.0,0.0,0.0,0.0,0.2,202.51
2013-02-21,-8.51,30.85,0.0,0.0,0.0,0.0,0.0,0.74,-22.1
2013-02-22,-5.8,12.23,0.0,0.0,0.0,0.0,0.0,0.41,49.27
2013-02-25,40.22,-270.49,0.0,0.0,0.0,0.0,0.0,0.0,178.29
2013-02-26,33.64,12.56,0.0,0.0,0.0,0.0,0.0,0.0,-90.2
2013-02-27,20.87,-17.59,0.0,0.0,0.0,0.0,0.0,0.0,-31.96
2013-02-28,-1.76,-13.04,0.0,0.0,0.0,0.0,0.0,0.0,47.58
2013-03-01,-16.04,54.44,0.0,0.0,0.0,0.0,0.0,0.0,-36.26
2013-03-04,17.51,24.39,0.0,0.0,0.0,0.0,0.0,0.0,-86.62
2013-03-05,-12.88,59.73,0.0,0.0,0.0,0.0,0.0,0.0,-26.48
2013-03-06,-50.67,4.55,0.0,0.0,0.0,0.0,0.0,0.0,20.94
2013-03-07,-63.55,24.96,0.0,0.0,0.0,0.0,0.0,0.0,128.1
2013-03-11,35.95,6.04,0.0,0.0,0.0,0.0,0.0,0.0,-26.12
2013-03-12,19.04,-15.08,0.0,0.0,0.0,0.0,0.0,0.0,-57.71
2013-03-13,-0.44,34.3,0.0,0.0,0.0,0.0,0.0,0.0,-95.26
2013-03-14,-21.65,10.43,0.0,0.0,0.0,0.0,0.0,0.0,47.99
2013-03-15,-35.1,26.31,0.0,0.0,0.0,0.0,-0.07,0.0,18.07
2013-03-18,22.8,-19.21,0.0,0.0,0.0,0.0,2.92,0.0,-38.1
2013-03-19,12.86,-24.09,0.0,0.0,0.0,0.0,-5.72,0.0,-35.08
2013-03-20,2.62,-29.02,0.0,0.0,0.0,0.0,0.0,0.0,113.44
2013-03-21,-7.54,10.94,0.0,0.0,0.0,0.0,0.0,0.0,32.37
2013-03-22,-12.17,1.33,0.0,0.0,0.0,0.0,0.0,0.0,-58.13
2013-03-25,39.43,-284.92,0.0,0.0,0.0,0.0,0.0,0.0,297.39
2013-03-26,31.58,154.91,0.0,0.0,0.0,0.0,0.0,0.0,-143.37
2013-03-27,16.45,-45.45,0.0,0.0,0.0,0.0,0.0,0.0,4.85
2013-03-28,4.58,-176.57,0.0,0.0,0.0,0.0,0.0,0.0,236.35
2013-03-29,-3.69,113.05,0.0,0.0,0.0,0.0,0.0,0.0,-164.22
2013-04-01,35.28,43.69,0.0,0.0,0.0,0.0,0.0,0.0,-45.42
2013-04-02,16.31,28.16,0.0,0.0,0.0,0.0,0.0,0.0,-84.98
2013-04-03,-6.75,46.98,0.0,0.0,0.0,0.0,0.0,0.0,-107.19
2013-04-04,-27.42,63.81,0.0,0.0,0.0,0.0,0.0,-0.03,-137.51
2013-04-05,-40.74,73.66,0.0,0.0,0.0,0.0,0.0,-2.13,-89.75
2013-04-08,11.37,22.59,0.0,0.0,0.0,0.0,0.0,-2.21,109.59
2013-04-09,-10.19,37.0,0.0,0.0,0.0,0.0,0.0,-1.15,118.46
2013-04-10,-24.09,5.06,0.0,0.0,0.0,0.0,0.0,0.0,-138.87
2013-04-11,-36.2,-7.23,0.0,0.0,0.0,0.0,0.0,0.0,68.86
2013-04-12,-58.16,49.78,0.0,0.0,0.0,0.0,-0.5,0.0,-13.99
2013-04-15,2.26,-71.82,0.0,0.0,0.0,0.0,-4.55,0.0,32.06
2013-04-16,-2.97,39.28,0.0,0.0,0.0,0.0,-19.25,-1.61,94.98
2013-04-17,-12.47,8.3,0.0,0.0,0.0,0.0,0.0,-2.2,-28.15
2013-04-18,-22.42,-26.26,0.0,0.0,0.0,0.0,0.0,-2.19,35.21
2013-04-19,-30.16,7.72,0.0,0.0,0.0,0.0,0.0,-2.21,94.13
2013-04-22,32.61,-161.14,0.0,0.0,0.0,0.0,0.0,-2.21,101.58
2013-04-23,17.75,17.16,0.0,0.0,0.0,0.0,0.0,-2.22,61.3
2013-04-24,11.21,-59.59,0.0,0.0,0.0,0.0,0.0,-2.22,149.92
2013-04-25,-13.25,-264.7,0.0,0.0,0.0,0.0,0.0,-2.21,253.61
2013-04-26,-30.42,72.01,0.0,0.0,0.0,0.0,0.18,-0.19,5.37
2013-04-29,-24.12,-13.58,0.0,0.0,0.0,0.0,0.0,0.0,64.65
2013-04-30,-80.25,50.6,0.0,0.0,0.0,0.0,0.0,0.0,-206.84
2013-05-06,65.15,38.58,0.0,0.0,0.0,0.0,0.0,0.0,166.66
2013-05-07,6.03,76.06,0.0,0.0,0.0,0.0,0.0,0.0,-441.18
2013-05-08,-46.84,151.57,0.0,0.0,0.0,0.0,0.0,0.0,-245.77
2013-05-13,53.22,-32.71,0.0,0.0,0.0,0.0,0.0,0.0,232.0
2013-05-14,24.42,36.05,0.0,0.0,0.0,0.0,0.0,-0.1,55.26
2013-05-15,-0.24,-90.67,0.0,0.0,0.0,0.0,0.0,0.0,3.89
2013-05-16,-20.87,50.37,0.0,0.0,0.0,0.0,0.0,0.0,8.41
2013-05-17,-38.46,35.57,0.0,0.0,0.0,0.0,0.0,0.0,-9.2
2013-05-20,21.71,-110.1,0.0,0.0,0.0,0.0,0.0,0.0,63.19
2013-05-21,17.2,19.44,0.0,0.0,0.0,0.0,-0.37,0.0,21.62
2013-05-22,10.04,-30.05,0.0,0.0,0.0,0.0,-9.41,0.0,15.12
2013-05-23,-1.59,34.06,0.0,0.0,0.0,0.0,-3.58,0.0,31.55
2013-05-24,-9.03,-121.45,0.0,0.0,0.0,0.0,0.0,0.0,112.23
2013-05-27,41.11,-199.07,0.0,0.0,0.0,0.0,0.0,0.0,120.37
2013-05-28,30.63,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,55.69
